CalendarDay2,Year,DistrictName,StateName,Country,StateCode,DistrictCode,TotalPopulation,Category of Population,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,Density,Category by Density,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_Percentage_LandArea,WeighingRatio_LandArea
03-05-2026,"Calendar Year (Jan - Dec), 2026",Kaushambi,Uttar Pradesh,India,9,158,1599596,Moderately Populated,124456,1475140,838485,65150,773335,761111,59306,701805,277851,21653,256198,5717,181024,186741,8.565853241,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Bhopal,Madhya Pradesh,India,23,396,2371061,Densely Populated,1917051,454010,1236130,998105,238025,1134931,918946,215985,501805,408747,93058,35005,241360,276365,8.579454707,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Pratapgarh,Uttar Pradesh,India,9,174,3210482,Densely Populated,175242,3035240,1606776,90502,1516274,1603706,84740,1518966,533780,28417,505363,4787,368583,373370,8.598660846,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Farrukhabad,Uttar Pradesh,India,9,141,1885204,Moderately Populated,416185,1469019,1006240,220939,785301,878964,195246,683718,314144,72025,242119,4836,212765,217600,8.663621324,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Kishanganj,Bihar,India,10,203,1690400,Moderately Populated,161123,1529277,866970,83652,783318,823430,77471,745959,338445,31948,306497,6975,186887,193862,8.719604667,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Hailakandi,Assam,India,18,289,726618,Moderately Populated,115462,611156,372291,58544,313747,354327,56918,297409,158569,25478,133091,2484,80451,82935,8.76129499,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Pulwama,Jammu And Kashmir,India,1,11,560440,Moderately Populated,80462,479978,293064,44968,248096,267376,35494,231882,86241,10654,75587,3855,59732,63587,8.813751238,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Sambhal,Uttar Pradesh,India,9,659,2199782,Densely Populated,468439,1731343,1163563,245346,918217,1036219,223093,813126,362539,76817,285722,5465,243032,248497,8.852348318,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Pashchim Champaran,Bihar,India,10,211,3935042,Densely Populated,393165,3541877,2061110,207301,1853809,1873932,185864,1688068,710461,73107,637354,9440,435043,444483,8.853076496,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Hathras,Uttar Pradesh,India,9,163,1564708,Moderately Populated,332693,1232015,836127,176313,659814,728581,156380,572201,260860,56033,204827,4589,171949,176538,8.863292889,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Aligarh,Uttar Pradesh,India,9,119,3673889,Densely Populated,1217191,2456698,1951996,643073,1308923,1721893,574118,1147775,611371,204337,407034,60308,353775,414083,8.872349263,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Gaya,Bihar,India,10,196,4391418,Densely Populated,581601,3809817,2266566,305974,1960592,2124852,275627,1849225,688425,89642,598783,8526,485562,494088,8.887926847,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Nawada,Bihar,India,10,210,2219146,Densely Populated,215579,2003567,1144668,113012,1031656,1074478,102567,971911,338247,33344,304903,4634,244030,248664,8.924275327,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Kottayam,Kerala,India,32,560,1974551,Moderately Populated,565393,1409158,968289,275616,692673,1006262,289777,716485,487296,140397,346899,27371,192172,219543,8.993914632,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Chandauli,Uttar Pradesh,India,9,135,1952756,Moderately Populated,242553,1710203,1017905,127275,890630,934851,115278,819573,296804,37675,259129,5372,211078,216450,9.021741742,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Sultanpur,Uttar Pradesh,India,9,185,2431224,Densely Populated,146892,2284332,1226507,76646,1149861,1204717,70246,1134471,391265,23739,367526,2664,263326,265990,9.140283469,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Kakching,Manipur,India,14,711,151054,Sparsely Populated,48649,102405,75297,24193,51104,75757,24456,51301,31364,10516,20848,1215,15300,16515,9.146472903,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Supaul,Bihar,India,10,223,2229076,Densely Populated,105558,2123518,1155283,55788,1099495,1073793,49770,1024023,443073,20493,422580,3634,239627,243261,9.163310189,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Bulandshahar,Uttar Pradesh,India,9,134,3499171,Densely Populated,867429,2631742,1845260,454770,1390490,1653911,412659,1241252,587529,146861,440668,17051,361907,378958,9.233664417,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Indore,Madhya Pradesh,India,23,410,3276697,Densely Populated,2427709,848988,1699627,1262872,436755,1577070,1164837,412233,649540,490140,159400,34914,319892,354806,9.235179225,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Sheikhpura,Bihar,India,10,219,636342,Moderately Populated,109002,527340,329743,57383,272360,306599,51619,254980,100701,17796,82905,4350,64554,68904,9.235196796,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Panipat,Haryana,India,6,71,1205692,Moderately Populated,555085,650607,646990,297215,349775,558702,257870,300832,235690,113764,121926,7935,122473,130408,9.245537084,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Amritsar,Punjab,India,3,27,2490656,Densely Populated,1334611,1156045,1318408,711142,607266,1172248,623469,548779,488898,273905,214993,22097,246914,269011,9.258565635,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",East Godavari,Andhra Pradesh,India,28,505,2500614,Densely Populated,1228631,1271983,1240446,604725,635721,1260168,623906,636262,691150,331831,359319,26307,243414,269721,9.271113484,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Ludhiana,Punjab,India,3,36,3498739,Densely Populated,2069708,1429031,1867816,1114372,753444,1630923,955336,675587,716826,436030,280796,32190,344505,376695,9.287988957,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Jodhpur,Rajasthan,India,8,107,1393263,Moderately Populated,1203332,189931,729601,631063,98538,663662,572269,91393,254913,222823,32090,20675,127722,148397,9.38875449,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Ayodhya,Uttar Pradesh,India,9,140,2474205,Densely Populated,340253,2133952,1261308,180371,1080937,1212897,159882,1053015,423975,57664,366311,7477,253754,261231,9.471329972,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Haridwar,Uttarakhand,India,5,50,1890422,Moderately Populated,693094,1197328,1005295,371511,633784,885127,321583,563544,338104,133627,204477,12124,187444,199568,9.472570753,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Sant Kabeer Nagar,Uttar Pradesh,India,9,178,1715183,Moderately Populated,128531,1586652,869656,67047,802609,845527,61484,784043,256645,18724,237921,2600,177955,180555,9.499504306,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",West Tripura,Tripura,India,16,272,918200,Moderately Populated,588734,329466,466152,297463,168689,452048,291271,160777,223548,146301,77247,17601,78387,95988,9.565779056,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Saharanpur,Uttar Pradesh,India,9,177,3466382,Densely Populated,1066526,2399856,1834106,564303,1269803,1632276,502223,1130053,597656,189458,408198,10633,351589,362222,9.569772129,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Uttar Dinajpur,West Bengal,India,19,311,2999808,Densely Populated,362228,2637580,1547277,188597,1358680,1452531,173631,1278900,603975,73291,530684,6474,305178,311652,9.625505371,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Azamgarh,Uttar Pradesh,India,9,123,4613913,Densely Populated,393401,4220512,2285004,202297,2082707,2328909,191104,2137805,665232,53644,611588,8677,469684,478360,9.645273434,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Purba Bardhaman,West Bengal,India,19,306,5429258,Highly Dense,1318815,4110443,2778072,678387,2099685,2651186,640428,2010758,1238492,279819,958673,34440,528058,562499,9.652031381,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Panchkula,Haryana,India,6,70,561293,Moderately Populated,313230,248063,299679,166526,133153,261614,146704,114910,117107,70953,46154,7049,50946,57995,9.678299853,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Baramulla,Jammu And Kashmir,India,1,3,1011629,Moderately Populated,182500,829129,536620,102334,434286,475009,80166,394843,153172,27289,125883,6356,97983,104339,9.695598003,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",West Godavari,Andhra Pradesh,India,28,523,2082785,Densely Populated,770420,1312365,1037953,379139,658814,1044832,391281,653551,577028,204211,372817,14391,200248,214639,9.703665224,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Munger,Bihar,India,10,207,1367765,Moderately Populated,380120,987645,729041,201742,527299,638724,178378,460346,263171,71010,192161,4146,135872,140018,9.768494051,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Rampur,Uttar Pradesh,India,9,176,2335819,Densely Populated,588647,1747172,1223889,307011,916878,1111930,281636,830294,393736,103221,290515,10176,228228,238404,9.797734098,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Guntur,Andhra Pradesh,India,28,506,2679662,Densely Populated,1652738,1026924,1334981,819030,515951,1344681,833708,510973,703011,419145,283866,31549,241381,272930,9.818129191,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Ambedakar Nagar,Uttar Pradesh,India,9,121,2397888,Densely Populated,280730,2117158,1212410,144648,1067762,1185478,136082,1049396,368728,43693,325035,9292,234923,244215,9.818758062,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Ahmadabad,Gujarat,India,24,438,7059056,Highly Dense,6028152,1030904,3708196,3174414,533782,3350860,2853738,497122,1481600,1275025,206575,81492,636491,717983,9.831787104,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Imphal East,Manipur,India,14,255,401649,Sparsely Populated,175864,225785,198221,85481,112740,203428,90383,113045,81668,36275,45393,4259,36567,40826,9.838068878,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Hojai,Assam,India,18,709,931218,Moderately Populated,172350,758868,476480,87950,388530,454738,84400,370338,176788,35192,141596,4886,88941,93827,9.924840398,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Baghpat,Uttar Pradesh,India,9,124,1303048,Moderately Populated,275025,1028023,700070,146263,553807,602978,128762,474216,209916,45422,164494,4908,125155,130062,10.01866802,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Ghazipur,Uttar Pradesh,India,9,146,3621253,Densely Populated,274360,3346893,1855562,143424,1712138,1765691,130936,1634755,546783,41569,505214,6233,354631,360864,10.03495223,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Araria,Bihar,India,10,188,2811569,Densely Populated,168777,2642792,1463333,89079,1374254,1348236,79698,1268538,568142,32781,535361,5107,273850,278957,10.07886162,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Shamli,Uttar Pradesh,India,9,660,1313647,Moderately Populated,386102,927545,699388,204636,494752,614259,181466,432793,213865,63192,150673,6231,123825,130056,10.10062588,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Katihar,Bihar,India,10,201,3071029,Densely Populated,273822,2797207,1600430,144686,1455744,1470599,129136,1341463,619076,53564,565512,6836,296837,303673,10.11294715,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Muzaffarnagar,Uttar Pradesh,India,9,172,2829865,Densely Populated,805210,2024655,1494046,423794,1070252,1335819,381416,954403,462777,137701,325076,7810,271002,278812,10.14972455,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Purnia,Bihar,India,10,214,3264619,Densely Populated,343005,2921614,1699370,179848,1519522,1565249,163157,1402092,647777,66414,581363,12818,307403,320221,10.19489353,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Firozabad,Uttar Pradesh,India,9,143,2498340,Densely Populated,833169,1665171,1332129,440174,891955,1166211,392995,773216,414290,139369,274921,6176,236811,242987,10.28178462,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Thrissur,Kerala,India,32,566,3121200,Densely Populated,2096406,1024794,1480763,992460,488303,1640437,1103946,536491,759210,508333,250877,116117,185758,301875,10.33937888,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Bareilly,Uttar Pradesh,India,9,130,4448359,Densely Populated,1568409,2879950,2357665,827309,1530356,2090694,741100,1349594,756784,275745,481039,27607,401936,429543,10.35602722,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Kulgam,Jammu And Kashmir,India,1,622,422579,Sparsely Populated,80613,341966,216634,42046,174588,205945,38567,167378,73386,13806,59580,4957,35669,40626,10.40168857,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Ballia,Uttar Pradesh,India,9,126,3239774,Densely Populated,304109,2935665,1672902,158884,1514018,1566872,145225,1421647,480268,45084,435184,6820,302170,308990,10.48504482,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Buxar,Bihar,India,10,194,1706352,Moderately Populated,164499,1541853,887977,86891,801086,818375,77608,740767,261660,26483,235177,2150,160231,162381,10.50832302,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Budgam,Jammu And Kashmir,India,1,2,743477,Moderately Populated,97912,645565,392773,54656,338117,350704,43256,307448,101953,13946,88007,4368,66273,70641,10.5247236,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Maharajganj,Uttar Pradesh,India,9,164,2682858,Densely Populated,134730,2548128,1380775,69628,1311147,1302083,65102,1236981,426209,21775,404434,5411,248345,253756,10.57258942,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Kollam,Kerala,India,32,559,2635375,Densely Populated,1187158,1448217,1246968,566281,680687,1388407,620877,767530,669375,292696,376679,41625,206854,248479,10.60602707,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Jaunpur,Uttar Pradesh,India,9,152,4494204,Densely Populated,346580,4147624,2220465,179248,2041217,2273739,167332,2106407,663513,50269,613244,6031,417121,423152,10.62077929,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Prayagraj,Uttar Pradesh,India,9,120,5954391,Highly Dense,1472873,4481518,3131807,790848,2340959,2822584,682025,2140559,976733,255722,721011,18481,539523,558004,10.67087512,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Agra,Uttar Pradesh,India,9,118,4418797,Densely Populated,2024195,2394602,2364953,1079769,1285184,2053844,944426,1109418,710566,338775,371791,24796,384038,408834,10.80829138,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Malda,West Bengal,India,19,316,3988845,Densely Populated,541660,3447185,2051541,283205,1768336,1937304,258455,1678849,846991,112784,734207,8609,358967,367576,10.85175583,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Mau,Uttar Pradesh,India,9,168,2205968,Densely Populated,499208,1706760,1114709,255866,858843,1091259,243342,847917,324424,70779,253645,9321,191950,201271,10.96018801,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Arwal,Bihar,India,10,611,700843,Moderately Populated,51849,648994,363497,27077,336420,337346,24772,312574,118222,8453,109769,2443,61041,63484,11.03967929,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Kanniyakumari,Tamil Nadu,India,33,575,1870374,Moderately Populated,1539802,330572,926345,761407,164938,944029,778395,165634,483539,398061,85478,66284,101968,168252,11.11650382,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Madhepura,Bihar,India,10,205,2001762,Densely Populated,88461,1913301,1047559,46799,1000760,954203,41662,912541,401289,17433,383856,4117,174728,178845,11.19271995,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Khagaria,Bihar,India,10,202,1666886,Moderately Populated,87159,1579727,883786,46505,837281,783100,40654,742446,328823,16106,312717,1246,147328,148574,11.21923082,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Ganderbal,Jammu And Kashmir,India,1,626,299350,Sparsely Populated,47039,252311,159706,25005,134701,139644,22034,117610,45703,6966,38737,2540,23825,26365,11.35406789,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Bandipora,Jammu And Kashmir,India,1,623,392232,Sparsely Populated,65361,326871,207680,35417,172263,184552,29944,154608,58392,9598,48794,4963,29524,34487,11.37332908,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",South Salmara Mancachar,Assam,India,18,707,388699,Sparsely Populated,26162,362537,197429,13223,184206,191270,12939,178331,89679,5969,83710,463,33687,34150,11.38210835,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
