srcYear,srcStateCode,srcStateName,srcDistrictCode,srcDistrictName,srcCalendarDay,Country,YearCode,Year,StateCode,StateName,DayCode,CalendarDay,DistrictCode,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
2026,1,JAMMU AND KASHMIR,1,ANANTNAG,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,1,ANANTNAG,1080511,282887,797624,560725,148755,411970,519786,134132,385654,153916,35992,117924,6053,67677.9,73730.89532470703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,10,POONCH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,10,POONCH,478396,38630,439766,252707,22125,230582,225689,16505,209184,90630,7216,83414,2408,113254.7,115662.70001220703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,11,PULWAMA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,11,PULWAMA,560440,80462,479978,293064,44968,248096,267376,35494,231882,86241,10654,75587,3855,59732.242,63587.2421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,12,RAJOURI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,12,RAJOURI,640854,52314,588540,344543,34603,309940,296311,17711,278600,130032,7756,122276,2189,248982.47,251171.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,13,SRINAGAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,13,SRINAGAR,1235010,1219516,15494,650166,642208,7958,584844,577308,7536,191402,188834,2568,1593,1288.2,2881.199951171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,14,UDHAMPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,14,UDHAMPUR,556091,108208,447883,297343,63810,233533,258748,44398,214350,99466,20353,79113,4372,234951.05,239323.04064941406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,2,BUDGAM,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,2,Budgam,743477,97912,645565,392773,54656,338117,350704,43256,307448,101953,13946,88007,4368,66273.33,70641.328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,3,BARAMULLA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,3,BARAMULLA,1011629,182500,829129,536620,102334,434286,475009,80166,394843,153172,27289,125883,6356,97983.31,104339.31561279297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,4,DODA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,4,DODA,409936,32689,377247,213641,18211,195430,196295,14478,181817,79636,6719,72917,1975,134384.89,136359.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,5,JAMMU,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,5,JAMMU,1532068,765013,767055,814947,412218,402729,717121,352795,364326,314639,154908,159731,25213,219610.1,244823.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,620,KISHTWAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,620,KISHTWAR,230696,14865,215831,120165,8179,111986,110531,6686,103845,45209,2710,42499,63,164365.1,164428.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,621,RAMBAN,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,621,RAMBAN,283713,11811,271902,149132,6815,142317,134581,4996,129585,55490,2162,53328,1508,131396.42,132904.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,622,KULGAM,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,622,KULGAM,422579,80613,341966,216634,42046,174588,205945,38567,167378,73386,13806,59580,4957,35669.043,40626.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,623,BANDIPORA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,623,BANDIPORA,392232,65361,326871,207680,35417,172263,184552,29944,154608,58392,9598,48794,4963,29523.896,34486.896484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,624,SAMBA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,624,SAMBA,312807,53615,259192,165955,29759,136196,146852,23856,122996,64071,10667,53404,3876,84330.305,88206.3046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,625,SHOPIAN,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,625,SHOPIAN,268334,16360,251974,137581,9319,128262,130753,7041,123712,44691,2553,42138,540,30862.059,31402.057815551758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,626,GANDERBAL,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,626,GANDERBAL,299350,47039,252311,159706,25005,134701,139644,22034,117610,45703,6966,38737,2540,23824.803,26364.80352783203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,627,REASI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,627,REASI,314667,26996,287671,166461,14980,151481,148206,12016,136190,56689,5030,51659,3901,167950.42,171851.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,7,KATHUA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,7,KATHUA,616435,89713,526722,326109,47983,278126,290326,41730,248596,119583,17932,101651,4242,239714,243956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,1,JAMMU AND KASHMIR,8,KUPWARA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",1,JAMMU AND KASHMIR,20260503,2026-05-03,8,KUPWARA,869044,104729,764315,473440,62152,411288,395604,42577,353027,113649,11999,101650,4734,61465.08,66199.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,188,ARARIA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,188,ARARIA,2811569,168777,2642792,1463333,89079,1374254,1348236,79698,1268538,568142,32781,535361,5107,273850.28,278957.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,189,AURANGABAD,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,189,AURANGABAD,2540073,236854,2303219,1318684,124065,1194619,1221389,112789,1108600,391898,36862,355036,6087,324218.94,330305.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,190,BANKA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,190,BANKA,2009427,45977,1963450,1053688,24591,1029097,955739,21386,934353,376808,8811,367997,1887,299297.56,301184.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,191,BEGUSARAI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,191,BEGUSARAI,2970541,569823,2400718,1567660,301352,1266308,1402881,268471,1134410,589667,107175,482492,14172,177100.38,191272.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,192,BHAGALPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,192,BHAGALPUR,3050971,627868,2423103,1622707,333729,1288978,1428264,294139,1134125,567265,111096,456169,8028,253862.8,261890.796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,193,BHOJPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,193,BHOJPUR,2728407,389861,2338546,1430380,206106,1224274,1298027,183755,1114272,416090,59431,356659,8377,225353.16,233730.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,194,BUXAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,194,BUXAR,1706352,164499,1541853,887977,86891,801086,818375,77608,740767,261660,26483,235177,2150,160231.45,162381.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,195,DARBHANGA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,195,DARBHANGA,3927113,383328,3543785,2054607,201404,1853203,1872506,181924,1690582,800701,73912,726789,6753,244419.69,251172.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,196,GAYA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,196,GAYA,4391418,581601,3809817,2266566,305974,1960592,2124852,275627,1849225,688425,89642,598783,8526,485562.16,494088.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,197,GOPALGANJ,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,197,GOPALGANJ,2562012,162805,2399207,1267666,82699,1184967,1294346,80106,1214240,413044,25623,387421,5192,196766.92,201958.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,198,JAMUI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,198,JAMUI,1760405,145333,1615072,916064,76288,839776,844341,69045,775296,307082,24877,282205,4796,305029.62,309825.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,199,JEHANABAD,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,199,JEHANABAD,1125313,135196,990117,585582,71428,514154,539731,63768,475963,181740,21820,159920,4062,89496.266,93558.265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,200,KAIMUR (BHABUA),03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,200,KAIMUR (BHABUA),1626384,65571,1560813,847006,34708,812298,779378,30863,748515,250884,10189,240695,1245,331945.9,333190.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,201,KATIHAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,201,KATIHAR,3071029,273822,2797207,1600430,144686,1455744,1470599,129136,1341463,619076,53564,565512,6836,296837.16,303673.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,202,KHAGARIA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,202,KHAGARIA,1666886,87159,1579727,883786,46505,837281,783100,40654,742446,328823,16106,312717,1246,147327.55,148573.546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,203,KISHANGANJ,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,203,KISHANGANJ,1690400,161123,1529277,866970,83652,783318,823430,77471,745959,338445,31948,306497,6975,186887.28,193862.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,204,LAKHISARAI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,204,LAKHISARAI,1000912,143011,857901,526345,75482,450863,474567,67529,407038,163355,24107,139248,5133,117638.234,122771.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,205,MADHEPURA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,205,MADHEPURA,2001762,88461,1913301,1047559,46799,1000760,954203,41662,912541,401289,17433,383856,4117,174728.16,178845.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,206,MADHUBANI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,206,MADHUBANI,4487379,161495,4325884,2329313,85026,2244287,2158066,76469,2081597,898515,29991,868524,2736,345926.5,348662.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,207,MUNGER,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,207,MUNGER,1367765,380120,987645,729041,201742,527299,638724,178378,460346,263171,71010,192161,4146,135871.77,140017.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,208,MUZAFFARPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,208,MUZAFFARPUR,4801062,473437,4327625,2527497,250685,2276812,2273565,222752,2050813,945703,88570,857133,7218,305095.7,312313.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,209,NALANDA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,209,NALANDA,2877653,457894,2419759,1497060,239332,1257728,1380593,218562,1162031,477529,75750,401779,11291,224745.3,236036.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,210,NAWADA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,210,NAWADA,2219146,215579,2003567,1144668,113012,1031656,1074478,102567,971911,338247,33344,304903,4634,244030.31,248664.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,211,PASHCHIM CHAMPARAN,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,211,PASHCHIM CHAMPARAN,3935042,393165,3541877,2061110,207301,1853809,1873932,185864,1688068,710461,73107,637354,9440,435042.84,444482.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,212,PATNA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,212,PATNA,5838465,2514590,3323875,3078512,1332487,1746025,2759953,1182103,1577850,975578,429424,546154,26977,294008.78,320985.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,213,PURBI CHAMPARAN,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,213,PURBI CHAMPARAN,5099371,401343,4698028,2681209,213028,2468181,2418162,188315,2229847,981516,71844,909672,12375,385240.38,397615.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,214,PURNIA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,214,PURNIA,3264619,343005,2921614,1699370,179848,1519522,1565249,163157,1402092,647777,66414,581363,12818,307402.97,320220.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,215,ROHTAS,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,215,ROHTAS,2959918,427765,2532153,1543546,225270,1318276,1416372,202495,1213877,460345,69951,390394,8648,378312.38,386960.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,216,SAHARSA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,216,SAHARSA,1900661,156540,1744121,997174,83291,913883,903487,73249,830238,368979,28862,340117,2113,164030.08,166143.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,217,SAMASTIPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,217,SAMASTIPUR,4261566,147797,4113769,2230003,77730,2152273,2031563,70067,1961496,835493,28091,807402,1123,260171.94,261294.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,218,SARAN,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,218,SARAN,3951862,353202,3598660,2022821,184702,1838119,1929041,168500,1760541,631097,55873,575224,6569,256393.31,262962.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,219,SHEIKHPURA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,219,SHEIKHPURA,636342,109002,527340,329743,57383,272360,306599,51619,254980,100701,17796,82905,4350,64553.938,68903.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,220,SHEOHAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,220,SHEOHAR,656246,28116,628130,346673,14881,331792,309573,13235,296338,150144,5858,144286,933,43366.36,44299.359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,10,BIHAR,221,SITAMARHI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",10,BIHAR,20260503,2026-05-03,221,SITAMARHI,3423574,190498,3233076,1803252,101567,1701685,1620322,88931,1531391,736322,37048,699274,3895,214648.88,218543.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
