srcYear,srcStateCode,srcStateName,srcDistrictCode,srcDistrictName,srcCalendarDay,Country,YearCode,Year,StateCode,StateName,DayCode,CalendarDay,DistrictCode,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
2026,2,HIMACHAL PRADESH,15,BILASPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,15,BILASPUR,381956,25129,356827,192764,13111,179653,189192,12018,177174,80485,5773,74712,1743,110028.79,111771.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,2,HIMACHAL PRADESH,16,CHAMBA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,16,CHAMBA,519080,36108,482972,261320,19357,241963,257760,16751,241009,102460,7864,94596,2075,690354.06,692429.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,2,HIMACHAL PRADESH,17,HAMIRPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,17,HAMIRPUR,454768,31430,423338,217070,16322,200748,237698,15108,222590,105519,7404,98115,1161,109064.516,110225.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,2,HIMACHAL PRADESH,18,KANGRA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,18,KANGRA,1510075,86281,1423794,750591,45226,705365,759484,41055,718429,338887,20508,318379,4771,572978.3,577749.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,2,HIMACHAL PRADESH,19,KINNAUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,19,KINNAUR,84121,0,84121,46249,0,46249,37872,0,37872,19976,0,19976,0,624307.94,624307.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,2,HIMACHAL PRADESH,20,KULLU,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,20,KULLU,437903,41391,396512,225452,22183,203269,212451,19208,193243,94807,10449,84358,1713,60777.934,62490.93359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,2,HIMACHAL PRADESH,21,LAHUL AND SPITI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,21,LAHUL AND SPITI,31564,0,31564,16588,0,16588,14976,0,14976,6674,0,6674,0,911195.8,911195.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,2,HIMACHAL PRADESH,22,MANDI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,22,MANDI,999777,62637,937140,498065,32015,466050,501712,30622,471090,219145,15398,203747,2783,395059.16,397842.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,2,HIMACHAL PRADESH,23,SHIMLA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,23,SHIMLA,814010,201351,612659,425039,110744,314295,388971,90607,298364,184362,54508,129854,5546,523652.16,529198.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,2,HIMACHAL PRADESH,24,SIRMAUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,24,SIRMAUR,529855,57165,472690,276289,30114,246175,253566,27051,226515,98208,13121,85087,1914,222828.03,224742.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,2,HIMACHAL PRADESH,25,SOLAN,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,25,SOLAN,580320,102147,478173,308754,59018,249736,271566,43129,228437,122425,25915,96510,3378,177586.03,180964.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,2,HIMACHAL PRADESH,26,UNA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",2,HIMACHAL PRADESH,20260503,2026-05-03,26,UNA,521173,44913,476260,263692,23438,240254,257481,21475,236006,110332,9830,100502,2046,152874.58,154920.578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,322,BOKARO,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,322,BOKARO,2060171,983644,1076527,1071708,517853,553855,988463,465791,522672,394438,188770,205668,43679,242276.95,285955.953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,323,CHATRA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,323,CHATRA,1043592,62954,980638,534300,33724,500576,509292,29230,480062,182379,10975,171404,3261,376126.72,379387.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,324,DEOGHAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,324,DEOGHAR,1489076,258361,1230715,773431,136886,636545,715645,121475,594170,263826,46564,217262,13173.9,241095.84,254146.821875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,325,DHANBAD,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,325,DHANBAD,2684856,1560394,1124462,1406150,824000,582150,1278706,736394,542312,507127,296040,211087,18124.2,171583.81,189708.01187438966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,326,DUMKA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,326,DUMKA,1322935,90178,1232757,669292,47586,621706,653643,42592,611051,275278,17409,257869,2725,371339.6,373859.9312438965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,327,EAST SINGHBHUM,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,327,EAST SINGHBUM,2295996,1274591,1021405,1177976,662404,515572,1118020,612187,505833,477379,258771,218608,18727,336925.06,355652.0587463379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,328,GARHWA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,328,GARHWA,1323498,69670,1253828,683933,36628,647305,639565,33042,606523,254818,13233,241585,3950,400465.2,404415.1924972534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,329,GIRIDIH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,329,GIRIDIH,2439603,208024,2231579,1255043,108490,1146553,1184560,99534,1085026,395644,35812,359832,5264,483570.44,488830.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,330,GODDA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,330,GODDA,1307362,64419,1242943,674755,34020,640735,632607,30399,602208,252380,11833,240547,1451,225551.48,525.0400009155273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,331,GUMLA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,331,GUMLA,1025213,65081,960132,514390,33255,481135,510823,31826,478997,188988,12355,176633,2670.33,530088.1,532758.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,332,HAZARIBAG,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,332,HAZARIBAGH,1735352,275307,1460045,891320,143947,747373,844032,131360,712672,304875,49298,255577,9420,421465.2,430885.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,333,JAMTARA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,333,JAMTARA,793965,75746,718219,406319,39787,366532,387646,35959,351687,155902,14964,140938,3205,178279.8,180442.38124847412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,334,KODERMA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,334,KODERMA,718241,141246,576995,368276,73627,294649,349965,67619,282346,116437,24462,91975,7747,141547.47,149294.47062683105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,335,LATEHAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,335,LATEHAR,727960,51858,676102,370142,27100,343042,357818,24758,333060,133562,10065,123497,3908,360641.78,364549.7912597656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,336,LOHARDAGA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,336,LOHARDAGA,461790,57411,404379,232629,29374,203255,229161,28037,201124,88638,11102,77536,3520.0000000000005,147612.11,151132.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,337,PAKUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,337,PAKUR,902775,67512,835263,453885,34410,419475,448890,33102,415788,182795,13411,169384,1859,180303.08,182003.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,338,PALAMU,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,338,PALAMU,1940998,226003,1714995,1006852,118751,888101,934146,107252,826894,358975,39926,319049,8443.899999999998,426309.88,434723.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,339,RANCHI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,339,RANCHI,2914253,1257335,1656918,1494937,654409,840528,1419316,602926,816390,569444,243209,326235,28320.5,468353.1,496673.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,340,SAHEBGANJ,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,340,SAHEBGANJ,1151684,159666,992018,589966,83499,506467,561718,76167,485551,227200,30967,196233,2722,208799.8,211373.04061889648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,341,SERAIKELA-KHARSAWAN,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,341,SARAIKELA KHARSAWAN,1065677,258746,806931,544743,135563,409180,520934,123183,397751,221329,53641,167688,6925,264950.78,271875.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,342,SIMDEGA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,342,SIMDEGA,599578,42944,556634,300309,21884,278425,299269,21060,278209,118288,8252,110036,3620.0000000000005,371646.44,375266.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,343,WEST SINGHBHUM,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,343,WEST SINGHBHUM,1501570,218034,1283536,749023,111728,637295,752547,106306,646241,301887,44752,257135,11392,538668.9,550060.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,606,KHUNTI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,606,KHUNTI,532499,44982,487517,266676,22841,243835,265823,22141,243682,103807,9055,94752,3430,257839.98,261269.9881248474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,20,JHARKHAND,607,RAMGARH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",20,JHARKHAND,20260503,2026-05-03,607,RAMGARH,949490,418955,530535,494260,222063,272197,455230,196892,258338,179385,80546,98839,17607.32,115149.61,132756.929375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,344,ANGUL,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,344,ANUGUL,1273821,206546,1067275,655718,109333,546385,618103,97213,520890,297050,47317,249733,17688,405929.6,423617.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,345,BALANGIR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,345,BALANGIR,1649893,197381,1452512,830543,101327,729216,819350,96054,723296,414978,45476,369502,9369,536138,545507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,346,BALESHWAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,346,BALESHWAR,2320529,253293,2067236,1185787,129321,1056466,1134742,123972,1010770,533001,55567,477434,11185.4,315963.12,327148.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,347,BARGARH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,347,BARGARH,1481255,150110,1331145,749161,76558,672603,732094,73552,658542,370308,34178,336130,112342,458732.97,571074.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,348,BHADRAK,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,348,BHADRAK,1506337,185838,1320499,760260,95005,665255,746077,90833,655244,306333,35542,270791,13345,224361,237706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,349,BOUDH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,349,BOUDH,441162,20424,420738,221625,10492,211133,219537,9932,209605,106961,4559,102402,2070,187264,189334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,350,CUTTACK,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,350,CUTTACK,2624901,736047,1888854,1352970,381875,971095,1271931,354172,917759,579260,149716,429544,26347,363100.28,389447.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,351,DEOGARH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,351,DEOGARH,311624,22390,289234,157784,11564,146220,153840,10826,143014,75223,5394,69829,2410,191350.17,193760.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,352,DHENKANAL,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,352,DHENKANAL,1195207,117506,1077701,613792,61267,552525,581415,56239,525176,279816,25918,253898,7966.9,336619,344585.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,353,GAJAPATI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,353,GAJAPATI,578151,70666,507485,283041,35227,247814,295110,35439,259671,128600,16158,112442,3500,453410,456772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,354,GANJAM,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,354,GANJAM,3529031,768001,2761030,1779218,395582,1383636,1749813,372419,1377394,758267,162205,596062,415917,573751,989668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,355,JAGATSINGHPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,355,JAGATSINGHAPUR,1136971,115980,1020991,577865,61052,516813,559106,54928,504178,261307,27681,233626,4745,165219,169964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,356,JAJAPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,356,JAJAPUR,1826963,135097,1691866,925920,69495,856425,901043,65602,835441,407807,29206,378601,9192,282453.3,291645.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,357,JHARSUGUDA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,357,JHARSUGUDA,579505,231165,348340,296690,120528,176162,282815,110637,172178,136061,51774,84287,16082,156589,172671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,358,KALAHANDI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,358,KALAHANDI,1577057,121987,1455070,787201,62455,724746,789856,59532,730324,401295,27947,373348,5469,518022.62,523491.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,359,KANDHAMAL,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,359,KANDHAMAL,733110,72279,660831,359945,36422,323523,373165,35857,337308,172022,16766,155256,5174,438485.06,443659.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,360,KENDRAPARA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,360,KENDRAPARA,1437763,83534,1354229,716519,42761,673758,721244,40773,680471,321436,16066,305370,1330,229786.72,231116.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,361,KENDUJHAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,361,KENDUJHAR,1801733,253059,1548674,906487,131820,774667,895246,121239,774007,405272,56824,348448,720055.2,633566,1353621.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,21,ODISHA,362,KHORDHA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",21,ODISHA,20260503,2026-05-03,362,KHORDHA,2255955,1086884,1169071,1169410,572726,596684,1086545,514158,572387,495081,247400,247681,200478,253418.78,453896.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
